batch_id,timestamp,machine_id,product_line,temperature,pressure,cycle_time,vibration,quality_measurement,defect_rate,temperature_tolerance,pressure_tolerance,cycle_time_tolerance,vibration_tolerance,operator_shift,operator_id,raw_material_batch,ambient_temperature,energy_consumption,maintenance_days,production_speed,actual_status,final_outcome,temperature_tolerance_distance,temperature_limit_utilization_pct,pressure_tolerance_distance,pressure_limit_utilization_pct,cycle_time_tolerance_distance,cycle_time_limit_utilization_pct,vibration_tolerance_distance,vibration_limit_utilization_pct,temperature_rolling_mean,temperature_rolling_std,temperature_rolling_z,temperature_drift_flag,pressure_rolling_mean,pressure_rolling_std,pressure_rolling_z,pressure_drift_flag,cycle_time_rolling_mean,cycle_time_rolling_std,cycle_time_rolling_z,cycle_time_drift_flag,vibration_rolling_mean,vibration_rolling_std,vibration_rolling_z,vibration_drift_flag,_sequence,temperature_rolling_variance,temperature_deviation,pressure_rolling_variance,pressure_deviation,cycle_time_rolling_variance,cycle_time_deviation,vibration_rolling_variance,vibration_deviation,temperature_change,temperature_pct_change,temperature_baseline_pct_change,pressure_change,pressure_pct_change,pressure_baseline_pct_change,cycle_time_change,cycle_time_pct_change,cycle_time_baseline_pct_change,vibration_change,vibration_pct_change,vibration_baseline_pct_change,temperature_tolerance_utilization_pct,temperature_near_limit,pressure_tolerance_utilization_pct,pressure_near_limit,cycle_time_tolerance_utilization_pct,cycle_time_near_limit,vibration_tolerance_utilization_pct,vibration_near_limit,quality_change,quality_pct_change,quality_rolling_mean,defect_rate_change,defect_rate_pct_change,defect_rate_rolling_mean
11,2026-01-01 02:30:00,M-04,Line-C,71.2,97.343,40.819,2.028,48.433,0.957,78.0,108.0,49.0,3.3,Shift-A,OP-023,RM-0028,25.65,86.35,86.0,100.74,Stable,Accepted,6.799999999999997,91.28205128205128,10.656999999999996,90.13240740740741,8.180999999999997,83.30408163265307,1.2719999999999998,61.45454545454546,,,,False,,,,False,,,,False,,,,False,10,,,,,,,,,0.9960000000000093,1.4187225799099812,,-1.98599999999999,-1.9994160819095996,,-2.3149999999999977,-5.366995873324987,,-0.009999999999999787,-0.4906771344455274,,91.28205128205128,True,90.13240740740741,True,83.30408163265307,False,61.45454545454546,False,-1.6739999999999995,-3.3408505797593135,,0.23199999999999998,32.00000000000001,
12,2026-01-01 02:45:00,M-06,Line-B,69.591,100.677,41.143,1.711,51.619,0.311,78.0,108.0,49.0,3.3,Shift-A,OP-017,RM-0029,26.17,87.32,106.0,100.89,Stable,Accepted,8.409000000000006,89.21923076923076,7.322999999999993,93.21944444444445,7.856999999999999,83.96530612244898,1.5889999999999997,51.84848484848486,70.36466666666666,1.2928639338751624,-0.5984130629645789,False,99.8445,1.9757567710074584,0.42135753358724926,False,41.63291666666667,1.2109957179064994,-0.4045568943163614,False,1.7956666666666665,0.221668603318038,-0.38195155019401344,False,11,1.6714971515151602,-0.7736666666666707,3.903614818181818,0.8325000000000102,1.4665106287878777,-0.4899166666666659,0.049136969696969686,-0.08466666666666645,-1.6090000000000089,-2.2598314606741665,-1.0995101708243777,3.334000000000003,3.4250023114142714,0.8337965536409219,0.32399999999999807,0.7937480095053795,-1.176753170067753,-0.31699999999999995,-15.631163708086781,-4.715054761462769,89.21923076923076,False,93.21944444444445,True,83.96530612244898,False,51.84848484848486,False,3.186,6.57815951933598,50.25808333333333,-0.6459999999999999,-67.50261233019855,0.86275
13,2026-01-01 03:00:00,M-05,Line-A,68.06,100.148,41.529,1.867,49.614,0.733,78.0,108.0,49.0,3.3,Shift-A,OP-016,RM-0025,24.18,93.22,113.0,103.97,Stable,Accepted,9.939999999999998,87.25641025641025,7.852000000000004,92.72962962962963,7.4709999999999965,84.7530612244898,1.4329999999999998,56.57575757575758,70.18738461538462,1.3931194336489112,-1.527065493453413,False,99.86784615384614,1.8935150226564457,0.1479543826173708,False,41.62492307692308,1.1597982914813574,-0.08270668928177191,False,1.801153846153846,0.21315168548627764,0.30891688093356856,False,12,1.9407817564102634,-2.1273846153846137,3.5853991410256403,0.2801538461538513,1.3451320769230757,-0.09592307692307855,0.04543364102564102,0.06584615384615389,-1.5309999999999917,-2.199997126065145,-3.0310071062518333,-0.5290000000000106,-0.5254427525651417,0.2805245701627279,0.3860000000000028,0.938191186836157,-0.23044625631094187,0.15599999999999992,9.11747516072472,3.655776211830026,87.25641025641025,False,92.72962962962963,True,84.7530612244898,False,56.57575757575758,False,-2.0050000000000026,-3.884228675487711,50.20853846153846,0.422,135.69131832797424,0.8527692307692308
14,2026-01-01 03:15:00,M-05,Line-C,70.538,98.19,41.272,1.844,51.163,1.326,78.0,108.0,49.0,3.3,Shift-A,OP-015,RM-0068,24.99,81.52,58.0,98.31,Stable,Accepted,7.462000000000003,90.43333333333334,9.810000000000002,90.91666666666667,7.7280000000000015,84.22857142857143,1.4559999999999997,55.87878787878788,70.21242857142857,1.3417420200439631,0.24264830623755407,False,99.748,1.8736815672319074,-0.8315180269941631,False,41.599714285714285,1.1182831228526797,-0.2930512667295782,False,1.8042142857142858,0.20510941866811877,0.19397312197588717,False,13,1.8002716483516545,0.32557142857142196,3.5106826153846167,-1.558000000000007,1.2505571428571416,-0.3277142857142863,0.04206987362637363,0.03978571428571431,2.4779999999999944,3.640905083749635,0.46369486883680616,-1.9579999999999984,-1.9551064424651488,-1.5619360789188823,-0.257000000000005,-0.618844662765794,-0.7877801358525828,-0.02299999999999991,-1.2319228709159025,2.205154598360982,90.43333333333334,True,90.91666666666667,True,84.22857142857143,False,55.87878787878788,False,1.5489999999999995,3.1221026323215106,50.276714285714284,0.5930000000000001,80.90040927694409,0.8865714285714285
15,2026-01-01 03:30:00,M-05,Line-C,68.765,100.943,39.224,1.831,48.881,0.266,78.0,108.0,49.0,3.3,Shift-A,OP-003,RM-0078,23.48,84.98,11.0,102.43,Stable,Accepted,9.235,88.16025641025641,7.057000000000002,93.46574074074074,9.776000000000003,80.04897959183673,1.4689999999999999,55.484848484848484,70.11593333333333,1.345864324867996,-1.0037663591876778,False,99.82766666666666,1.831699003137589,0.608906447742146,False,41.44133333333333,1.2399594847451765,-1.7882304709246362,False,1.806,0.19776934617304645,0.12640988345142795,False,14,1.8113507809523866,-1.3509333333333302,3.3551212380952378,1.1153333333333393,1.5374995238095237,-2.217333333333336,0.039112714285714285,0.02499999999999991,-1.7729999999999961,-2.5135388017805904,-1.9267137569301847,2.753,2.803747835828485,1.117258742566362,-2.048000000000002,-4.962201977127356,-5.350535697049652,-0.013000000000000123,-0.7049891540130249,1.3842746400885886,88.16025641025641,False,93.46574074074074,True,80.04897959183673,False,55.484848484848484,False,-2.2819999999999965,-4.460254480777115,50.18366666666667,-1.06,-79.93966817496229,0.8452000000000001
16,2026-01-01 03:45:00,M-05,Line-B,70.063,101.512,40.176,2.479,50.768,0.789,78.0,108.0,49.0,3.3,Shift-A,OP-016,RM-0123,25.93,85.97,76.0,106.25,Stable,Accepted,7.936999999999998,89.82435897435897,6.4879999999999995,93.9925925925926,8.823999999999998,81.99183673469388,0.8209999999999997,75.12121212121214,70.112625,1.3002958060892678,-0.03816439287706582,False,99.9329375,1.8189990826000981,0.8680941706374454,False,41.36225,1.2389779390018747,-0.9574423907463991,False,1.8480625,0.2545844899046288,2.478302980029769,False,15,1.6907691833333385,-0.049624999999991815,3.3087576624999984,1.5790625000000063,1.535066333333333,-1.1862500000000011,0.06481326250000002,0.6309375000000002,1.2980000000000018,1.8875881625827207,-0.07077897882156291,0.5690000000000026,0.5636844555838572,1.5801221694298804,0.9520000000000053,2.4270854578829493,-2.86795326656553,0.6480000000000001,35.39049699617696,34.14048496736448,89.82435897435897,False,93.9925925925926,True,81.99183673469388,False,75.12121212121214,False,1.8870000000000005,3.860395654753379,50.2201875,0.523,196.61654135338344,0.8416875
17,2026-01-01 04:00:00,M-04,Line-D,72.78,98.979,41.079,2.039,49.006,1.439,78.0,108.0,49.0,3.3,Shift-A,OP-011,RM-0030,23.63,80.7,91.0,103.46,Stable,Accepted,5.219999999999999,93.30769230769232,9.021,91.64722222222223,7.920999999999999,83.83469387755102,1.2609999999999997,61.78787878787879,70.26952941176471,1.415492498993156,1.7735668610190434,False,99.87682352941177,1.7763697614550198,-0.5054260373563001,False,41.345588235294116,1.2016006542745143,-0.22186092721052342,False,1.8592941176470588,0.25081262047240627,0.7164945767659732,False,16,2.0036190147058903,2.510470588235293,3.1554895294117635,-0.8978235294117667,1.443844132352941,-0.26658823529411535,0.06290697058823531,0.17970588235294138,2.7169999999999987,3.8779384268444073,3.572630426375082,-2.5330000000000013,-2.4952714949956656,-0.8989308006450317,0.9029999999999987,2.2476105137395397,-0.6447803663524754,-0.43999999999999995,-17.749092375958043,9.665274614021778,93.30769230769232,True,91.64722222222223,True,83.83469387755102,False,61.78787878787879,False,-1.7620000000000005,-3.4706901985502636,50.14876470588235,0.65,82.382762991128,0.8768235294117648
18,2026-01-01 04:15:00,M-01,Line-C,69.776,104.158,42.445,1.906,50.338,0.989,78.0,108.0,49.0,3.3,Shift-A,OP-011,RM-0020,24.87,87.76,37.0,100.21,Warning,Accepted,8.224000000000004,89.45641025641025,3.8419999999999987,96.44259259259259,6.555,86.62244897959184,1.394,57.757575757575765,70.24211111111111,1.3781476011144538,-0.33821566770801076,False,100.11466666666666,1.9970280271384453,2.0246753066991534,False,41.406666666666666,1.194178575669583,0.8694958647630521,False,1.8618888888888891,0.2435728877235456,0.18110025103112762,False,17,1.8992908104575235,-0.46611111111111825,3.988120941176471,4.0433333333333366,1.4260624705882343,1.038333333333334,0.059327751633986944,0.04411111111111077,-3.004000000000005,-4.12750755702117,-0.6635778790500894,5.179000000000002,5.232423039230549,4.038702288043047,1.3659999999999997,3.32530003164635,2.5076477217839335,-0.13300000000000023,-6.522805296714084,2.369159157367052,89.45641025641025,False,96.44259259259259,True,86.62244897959184,False,57.757575757575765,False,1.3320000000000007,2.7180345263845274,50.159277777777774,-0.45000000000000007,-31.271716469770684,0.8830555555555555
19,2026-01-01 04:30:00,M-06,Line-B,71.18,101.28,41.919,2.146,50.002,1.631,78.0,108.0,49.0,3.3,Shift-A,OP-005,RM-0006,24.91,83.53,106.0,97.78,Stable,Accepted,6.819999999999993,91.25641025641028,6.719999999999999,93.77777777777779,7.081000000000003,85.54897959183673,1.154,65.03030303030303,70.29147368421053,1.3564922643192268,0.6550176061898852,False,100.176,1.9590896979067713,0.5635270305283061,False,41.43363157894737,1.1664698029394456,0.41610028809106125,False,1.8768421052631576,0.24552014245449844,1.0962762242072441,False,18,1.840071263157903,0.8885263157894769,3.838032444444445,1.1039999999999992,1.3606518011695892,0.4853684210526268,0.060280140350877205,0.26915789473684226,1.4040000000000106,2.012153175877107,1.264059876993396,-2.878,-2.7631098907429097,1.102060373742213,-0.5260000000000034,-1.2392507951466736,1.1714358663633164,0.24,12.591815320041967,14.340998317442525,91.25641025641028,True,93.77777777777779,True,85.54897959183673,False,65.03030303030303,False,-0.3359999999999985,-0.667487782589693,50.151,0.642,64.91405460060669,0.9224210526315789
20,2026-01-01 04:45:00,M-03,Line-A,69.657,102.292,40.901,2.509,48.592,1.533,78.0,108.0,49.0,3.3,Shift-A,OP-009,RM-0025,26.2,88.28,47.0,99.95,Stable,Accepted,8.343000000000004,89.30384615384614,5.707999999999998,94.71481481481482,8.098999999999997,83.47142857142858,0.7909999999999999,76.03030303030303,70.25975,1.3279131183929194,-0.4539077080053751,False,100.2818,1.9646637210581626,1.0231776453414172,False,41.407,1.1415880905217308,-0.44324218533914456,False,1.9084499999999998,0.2776484856413724,2.1629867658479034,False,19,1.7633532500000075,-0.6027500000000003,3.8599035368421055,2.0101999999999975,1.3032233684210517,-0.5059999999999931,0.07708868157894737,0.6005500000000001,-1.5230000000000103,-2.13964596796854,-0.8578880511245776,1.0120000000000005,0.9992101105845252,2.004551174789441,-1.0179999999999936,-2.428493046112723,-1.222015601226829,0.363,16.915191053122093,31.467945191123697,89.30384615384614,False,94.71481481481482,True,83.47142857142858,False,76.03030303030303,False,-1.4100000000000037,-2.8198872045118284,50.07305,-0.09800000000000009,-6.008583690987135,0.9529500000000001
21,2026-01-01 05:00:00,M-04,Line-A,70.189,99.761,42.052,1.777,51.641,0.403,78.0,108.0,49.0,3.3,Shift-A,OP-008,RM-0006,26.11,92.07,118.0,99.74,Stable,Accepted,7.811000000000007,89.98589743589743,8.239000000000004,92.3712962962963,6.948,85.8204081632653,1.523,53.848484848484844,70.25638095238095,1.2943816854463968,-0.05205647850133189,False,100.25699999999999,1.918286787735348,-0.25856404953169315,False,41.437714285714286,1.1215493365366112,0.5477117183116104,False,1.902190476190476,0.2721342718305835,-0.4600320104790517,False,20,1.6754239476190549,-0.06738095238095809,3.6798242,-0.4959999999999951,1.2578729142857128,0.6142857142857139,0.07405706190476191,-0.12519047619047607,0.5319999999999965,0.7637423374535102,-0.09590723499781209,-2.531000000000006,-2.47428928948501,-0.4947285476325794,1.1509999999999962,2.8141121243979272,1.4824314634011795,-0.732,-29.174970107612598,-6.581384869573919,89.98589743589743,False,92.3712962962963,True,85.8204081632653,False,53.848484848484844,False,3.0489999999999995,6.274695423114918,50.14771428571429,-1.13,-73.71167645140247,0.9267619047619048
22,2026-01-01 05:15:00,M-03,Line-B,67.513,102.112,43.384,1.639,50.184,0.496,78.0,108.0,49.0,3.3,Shift-A,OP-010,RM-0094,24.59,82.7,16.0,98.18,Stable,Accepted,10.486999999999995,86.55512820512821,5.888000000000005,94.54814814814814,5.616,88.53877551020408,1.6609999999999998,49.66666666666667,70.13168181818182,1.3920269697155978,-1.881200490473852,False,100.34131818181818,1.913375212409527,0.9254232032994624,False,41.52618181818182,1.1705371838183083,1.5871500773328306,False,1.8902272727272729,0.2714390103939306,-0.9255385670713834,False,21,1.9377390844155897,-2.6186818181818126,3.6610047034632025,1.7706818181818136,1.370157298701296,1.8578181818181818,0.07367913636363636,-0.25122727272727285,-2.6759999999999877,-3.812563222157306,-3.733949835925527,2.350999999999999,2.356632351319643,1.7646587171331984,1.3320000000000007,3.167506896223715,4.47384782437367,-0.1379999999999999,-7.765897580191328,-13.29085006612962,86.55512820512821,False,94.54814814814814,True,88.53877551020408,False,49.66666666666667,False,-1.4570000000000007,-2.8214015995042696,50.14936363636364,0.09299999999999997,23.076923076923062,0.9071818181818181
23,2026-01-01 05:30:00,M-02,Line-B,70.345,101.991,41.375,2.046,48.733,0.748,78.0,108.0,49.0,3.3,Shift-A,OP-022,RM-0060,25.46,90.0,51.0,99.4,Stable,Accepted,7.655000000000001,90.18589743589743,6.009,94.4361111111111,7.625,84.43877551020408,1.254,62.0,70.14095652173913,1.360749241419491,0.14994936028626374,False,100.41304347826087,1.9007680858551714,0.8301678324050719,False,41.519608695652174,1.1440590710722782,-0.12639967577604042,False,1.897,0.267179884926038,0.5576767129802706,False,22,1.8516384980237206,0.20404347826087132,3.6129193162055326,1.5779565217391252,1.3088711581027643,-0.14460869565217394,0.07138509090909091,0.1489999999999998,2.8319999999999936,4.194747678224919,0.2909048983351562,-0.12099999999999511,-0.11849733625821646,1.5714656852132443,-2.0090000000000003,-4.630739443112663,-0.3482901216921078,0.4069999999999998,24.83221476510067,7.854507116499726,90.18589743589743,True,94.4361111111111,True,84.43877551020408,False,62.0,False,-1.4510000000000005,-2.8913597959508985,50.087782608695655,0.252,50.806451612903224,0.9002608695652173
24,2026-01-01 05:45:00,M-06,Line-A,69.97,99.772,41.646,1.797,51.106,0.814,78.0,108.0,49.0,3.3,Shift-A,OP-003,RM-0045,25.37,87.41,83.0,98.4,Stable,Accepted,8.030000000000001,89.7051282051282,8.227999999999994,92.38148148148149,7.353999999999999,84.99183673469388,1.503,54.45454545454545,70.13383333333333,1.3312964477846634,-0.12306299893307403,False,100.38633333333333,1.8635874629016091,-0.3296509262714196,False,41.524875,1.1192092438510934,0.10822373087557743,False,1.8928333333333331,0.26210314376408095,-0.3656321399166154,False,23,1.772350231884063,-0.16383333333332928,3.4729582318840566,-0.6143333333333203,1.2526293315217365,0.12112499999999926,0.0686980579710145,-0.09583333333333321,-0.375,-0.5330869287085038,-0.23360099619061073,-2.218999999999994,-2.175682168034432,-0.6119690927383744,0.2710000000000008,0.6549848942598135,0.2916926300199561,-0.2489999999999999,-12.17008797653959,-5.062956766751777,89.7051282051282,False,92.38148148148149,True,84.99183673469388,False,54.45454545454545,False,2.3730000000000047,4.869390351507197,50.130208333333336,0.06599999999999995,8.823529411764696,0.8966666666666666
25,2026-01-01 06:00:00,M-05,Line-A,68.281,97.32,41.743,1.834,50.713,1.19,78.0,108.0,49.0,3.3,Shift-A,OP-019,RM-0008,24.79,74.86,73.0,103.95,Stable,Accepted,9.718999999999994,87.53974358974361,10.680000000000007,90.11111111111111,7.256999999999998,85.18979591836735,1.4659999999999997,55.57575757575758,70.05972,1.3549250754193027,-1.3127810771747213,False,100.26368000000001,1.9246681904508465,-1.5294480443979637,False,41.5336,1.09651246382945,0.19096910149903418,False,1.89048,0.2568542258428569,-0.2198912625037139,False,24,1.8358219600000032,-1.7787199999999928,3.7043476433333358,-2.9436800000000147,1.2023395833333308,0.20940000000000225,0.06597409333333333,-0.056479999999999864,-1.688999999999993,-2.4138916678576483,-2.5388625589711076,-2.4520000000000124,-2.4576033356051963,-2.9359385173175516,0.09700000000000131,0.2329155261009408,0.5041701176878534,0.037000000000000144,2.058987200890372,-2.987601032541993,87.53974358974361,False,90.11111111111111,True,85.18979591836735,False,55.57575757575758,False,-0.3930000000000007,-0.7689899424725088,50.15352,0.376,46.1916461916462,0.9084
26,2026-01-01 06:15:00,M-04,Line-A,67.851,101.018,42.455,2.179,50.055,0.429,78.0,108.0,49.0,3.3,Shift-A,OP-026,RM-0092,24.7,82.55,111.0,97.55,Stable,Accepted,10.149000000000001,86.98846153846154,6.981999999999999,93.53518518518518,6.545000000000002,86.64285714285714,1.121,66.03030303030303,69.91684000000001,1.3929774968270912,-1.4830390330824126,False,100.40932000000001,1.8326909341184616,0.33212364871154465,False,41.53344,1.0963720886025252,0.8405540505638488,False,1.88704,0.2521623947644322,1.157825298545194,False,25,1.940386306666669,-2.0658400000000086,3.3587560599999993,0.6086799999999926,1.2020317566666636,0.9215599999999995,0.06358587333333333,0.2919599999999998,-0.4300000000000068,-0.6297505894758526,-2.9547101957125186,3.6980000000000075,3.799835593916989,0.6061987074506555,0.7119999999999962,1.7056752030280453,2.2188386033037464,0.34499999999999975,18.81134133042528,15.47185009326775,86.98846153846154,False,93.53518518518518,True,86.64285714285714,False,66.03030303030303,False,-0.6580000000000013,-1.29749768303985,50.132,-0.7609999999999999,-63.949579831932766,0.87812
